     #data, run, bin, learner,            goal,  a, b, c, d,   acc,    pd,   pf,  prec,   bal
 iris.arff,   2,   8,     j48,  Iris-virginica,  8, 0, 0, 7, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   8,     j48, Iris-versicolor, 11, 0, 1, 3,  93.3, 100.0,  8.3,  75.0,  94.1
 iris.arff,   2,   7,      nb,     Iris-setosa, 10, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   7,     j48,  Iris-virginica,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   7,     j48, Iris-versicolor, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   7,     j48,     Iris-setosa, 10, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   6,      nb,  Iris-virginica, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   6,      nb, Iris-versicolor,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   6,      nb,     Iris-setosa,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   6,     j48,  Iris-virginica, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   6,     j48, Iris-versicolor,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   6,     j48,     Iris-setosa,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   5,      nb,  Iris-virginica,  9, 0, 1, 5,  93.3, 100.0, 10.0,  83.3,  92.9
 iris.arff,   2,   5,      nb,     Iris-setosa,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   5,     j48,  Iris-virginica,  8, 0, 2, 5,  86.7, 100.0, 20.0,  71.4,  85.9
 iris.arff,   2,   5,     j48,     Iris-setosa,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   4,      nb,  Iris-virginica,  9, 0, 1, 5,  93.3, 100.0, 10.0,  83.3,  92.9
 iris.arff,   2,   4,      nb,     Iris-setosa, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   4,     j48,  Iris-virginica,  9, 0, 1, 5,  93.3, 100.0, 10.0,  83.3,  92.9
 iris.arff,   2,   4,     j48,     Iris-setosa, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   3,      nb,  Iris-virginica, 11, 0, 2, 2,  86.7, 100.0, 15.4,  50.0,  89.1
 iris.arff,   2,   3,      nb,     Iris-setosa,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   3,     j48,  Iris-virginica, 11, 0, 2, 2,  86.7, 100.0, 15.4,  50.0,  89.1
 iris.arff,   2,   3,     j48,     Iris-setosa,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   2,      nb,  Iris-virginica,  8, 0, 1, 6,  93.3, 100.0, 11.1,  85.7,  92.1
 iris.arff,   2,   2,      nb,     Iris-setosa, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   2,     j48,  Iris-virginica,  8, 0, 1, 6,  93.3, 100.0, 11.1,  85.7,  92.1
 iris.arff,   2,   2,     j48,     Iris-setosa, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,  10,      nb,  Iris-virginica, 12, 0, 1, 2,  93.3, 100.0,  7.7,  66.7,  94.6
 iris.arff,   2,  10,      nb,     Iris-setosa,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,  10,     j48,  Iris-virginica, 12, 0, 1, 2,  93.3, 100.0,  7.7,  66.7,  94.6
 iris.arff,   2,  10,     j48,     Iris-setosa,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   1,      nb,  Iris-virginica,  8, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   1,      nb, Iris-versicolor,  9, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   1,      nb,     Iris-setosa, 11, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   2,   1,     j48, Iris-versicolor,  8, 0, 1, 5,  92.9, 100.0, 11.1,  83.3,  92.1
 iris.arff,   2,   1,     j48,     Iris-setosa, 11, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   9,      nb,  Iris-virginica, 10, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   9,      nb, Iris-versicolor,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   9,      nb,     Iris-setosa, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   9,     j48,  Iris-virginica, 10, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   9,     j48, Iris-versicolor,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   9,     j48,     Iris-setosa, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   8,      nb,  Iris-virginica, 10, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   8,      nb, Iris-versicolor, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   8,      nb,     Iris-setosa,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   8,     j48,  Iris-virginica, 10, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   8,     j48, Iris-versicolor, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   8,     j48,     Iris-setosa,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   7,      nb,  Iris-virginica, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   7,      nb, Iris-versicolor,  6, 0, 0, 9, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   7,      nb,     Iris-setosa, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   7,     j48,  Iris-virginica, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   7,     j48, Iris-versicolor,  6, 0, 0, 9, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   7,     j48,     Iris-setosa, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   6,      nb,  Iris-virginica, 10, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   6,      nb, Iris-versicolor,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   6,      nb,     Iris-setosa, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   6,     j48,  Iris-virginica, 10, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   6,     j48, Iris-versicolor,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   6,     j48,     Iris-setosa, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   5,      nb,  Iris-virginica,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   5,      nb, Iris-versicolor,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   5,      nb,     Iris-setosa, 12, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   5,     j48,  Iris-virginica,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   5,     j48, Iris-versicolor,  7, 0, 2, 6,  86.7, 100.0, 22.2,  75.0,  84.3
 iris.arff,   1,   4,      nb,  Iris-virginica,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   4,      nb, Iris-versicolor, 10, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   4,      nb,     Iris-setosa, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   4,     j48,  Iris-virginica,  9, 0, 0, 6, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   4,     j48, Iris-versicolor, 10, 0, 0, 5, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   4,     j48,     Iris-setosa, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   3,      nb,  Iris-virginica,  8, 0, 1, 6,  93.3, 100.0, 11.1,  85.7,  92.1
 iris.arff,   1,   3,      nb,     Iris-setosa, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   3,     j48,  Iris-virginica,  8, 0, 1, 6,  93.3, 100.0, 11.1,  85.7,  92.1
 iris.arff,   1,   3,     j48,     Iris-setosa, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   2,      nb,  Iris-virginica,  8, 0, 0, 7, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   2,      nb, Iris-versicolor,  8, 0, 0, 7, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   2,      nb,     Iris-setosa, 14, 0, 0, 1, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   2,     j48,  Iris-virginica,  7, 0, 1, 7,  93.3, 100.0, 12.5,  87.5,  91.2
 iris.arff,   1,   2,     j48,     Iris-setosa, 14, 0, 0, 1, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,  10,      nb,     Iris-setosa, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,  10,     j48,     Iris-setosa, 11, 0, 0, 4, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   1,      nb,  Iris-virginica, 11, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   1,      nb, Iris-versicolor,  5, 0, 0, 9, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   1,      nb,     Iris-setosa, 12, 0, 0, 2, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   1,     j48,  Iris-virginica, 11, 0, 0, 3, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   1,     j48, Iris-versicolor,  5, 0, 0, 9, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   1,   1,     j48,     Iris-setosa, 12, 0, 0, 2, 100.0, 100.0,  0.0, 100.0, 100.0
 iris.arff,   3,   1,     j48,     Iris-setosa,  6, 1, 0, 7,  92.9,  87.5,  0.0, 100.0,  91.2
 iris.arff,   4,   5,     j48,  Iris-virginica,  8, 1, 0, 6,  93.3,  85.7,  0.0, 100.0,  89.9
 iris.arff,   3,   9,     j48, Iris-versicolor,  8, 1, 0, 6,  93.3,  85.7,  0.0, 100.0,  89.9
 iris.arff,   2,   9,      nb,  Iris-virginica,  7, 1, 1, 6,  86.7,  85.7, 12.5,  85.7,  86.6
 iris.arff,   2,   9,     j48,  Iris-virginica,  7, 1, 1, 6,  86.7,  85.7, 12.5,  85.7,  86.6
 iris.arff,   2,   4,      nb, Iris-versicolor,  8, 1, 0, 6,  93.3,  85.7,  0.0, 100.0,  89.9
 iris.arff,   2,   4,     j48, Iris-versicolor,  8, 1, 0, 6,  93.3,  85.7,  0.0, 100.0,  89.9
 iris.arff,   2,  10,      nb, Iris-versicolor,  8, 1, 0, 6,  93.3,  85.7,  0.0, 100.0,  89.9
 iris.arff,   2,  10,     j48, Iris-versicolor,  8, 1, 0, 6,  93.3,  85.7,  0.0, 100.0,  89.9
 iris.arff,   1,   2,     j48, Iris-versicolor,  8, 1, 0, 6,  93.3,  85.7,  0.0, 100.0,  89.9
 iris.arff,   5,   9,      nb,  Iris-virginica,  8, 1, 1, 5,  86.7,  83.3, 11.1,  83.3,  85.8
 iris.arff,   5,   9,     j48,  Iris-virginica,  8, 1, 1, 5,  86.7,  83.3, 11.1,  83.3,  85.8
 iris.arff,   5,  10,      nb, Iris-versicolor,  9, 1, 0, 5,  93.3,  83.3,  0.0, 100.0,  88.2
 iris.arff,   5,  10,     j48, Iris-versicolor,  9, 1, 0, 5,  93.3,  83.3,  0.0, 100.0,  88.2
 iris.arff,   4,   9,      nb,  Iris-virginica,  8, 1, 1, 5,  86.7,  83.3, 11.1,  83.3,  85.8
 iris.arff,   4,  10,      nb,  Iris-virginica,  8, 1, 1, 5,  86.7,  83.3, 11.1,  83.3,  85.8
 iris.arff,   4,  10,     j48,  Iris-virginica,  8, 1, 1, 5,  86.7,  83.3, 11.1,  83.3,  85.8
 iris.arff,   3,   9,      nb,  Iris-virginica,  7, 1, 2, 5,  80.0,  83.3, 22.2,  71.4,  80.4
 iris.arff,   3,   7,      nb, Iris-versicolor,  8, 1, 1, 5,  86.7,  83.3, 11.1,  83.3,  85.8
 iris.arff,   3,   6,      nb,  Iris-virginica,  9, 1, 0, 5,  93.3,  83.3,  0.0, 100.0,  88.2
 iris.arff,   2,   7,      nb,  Iris-virginica,  8, 1, 1, 5,  86.7,  83.3, 11.1,  83.3,  85.8
 iris.arff,   2,   2,      nb, Iris-versicolor,  9, 1, 0, 5,  93.3,  83.3,  0.0, 100.0,  88.2
 iris.arff,   2,   2,     j48, Iris-versicolor,  9, 1, 0, 5,  93.3,  83.3,  0.0, 100.0,  88.2
 iris.arff,   2,   1,     j48,  Iris-virginica,  8, 1, 0, 5,  92.9,  83.3,  0.0, 100.0,  88.2
 iris.arff,   1,  10,      nb, Iris-versicolor,  8, 1, 1, 5,  86.7,  83.3, 11.1,  83.3,  85.8
 iris.arff,   1,  10,     j48, Iris-versicolor,  8, 1, 1, 5,  86.7,  83.3, 11.1,  83.3,  85.8
 iris.arff,   4,   8,      nb,  Iris-virginica, 10, 1, 0, 4,  93.3,  80.0,  0.0, 100.0,  85.9
 iris.arff,   4,   8,     j48,  Iris-virginica, 10, 1, 0, 4,  93.3,  80.0,  0.0, 100.0,  85.9
 iris.arff,   4,  10,      nb, Iris-versicolor,  9, 1, 1, 4,  86.7,  80.0, 10.0,  80.0,  84.2
 iris.arff,   4,  10,     j48, Iris-versicolor,  9, 1, 1, 4,  86.7,  80.0, 10.0,  80.0,  84.2
 iris.arff,   3,   7,      nb,  Iris-virginica,  9, 1, 1, 4,  86.7,  80.0, 10.0,  80.0,  84.2
 iris.arff,   3,   7,     j48,  Iris-virginica, 10, 1, 0, 4,  93.3,  80.0,  0.0, 100.0,  85.9
 iris.arff,   2,   8,     j48,     Iris-setosa, 10, 1, 0, 4,  93.3,  80.0,  0.0, 100.0,  85.9
 iris.arff,   1,   3,      nb, Iris-versicolor, 10, 1, 0, 4,  93.3,  80.0,  0.0, 100.0,  85.9
 iris.arff,   1,   3,     j48, Iris-versicolor, 10, 1, 0, 4,  93.3,  80.0,  0.0, 100.0,  85.9
 iris.arff,   1,  10,      nb,  Iris-virginica,  9, 1, 1, 4,  86.7,  80.0, 10.0,  80.0,  84.2
 iris.arff,   1,  10,     j48,  Iris-virginica,  9, 1, 1, 4,  86.7,  80.0, 10.0,  80.0,  84.2
 iris.arff,   5,   6,      nb,  Iris-virginica, 11, 1, 0, 3,  93.3,  75.0,  0.0, 100.0,  82.3
 iris.arff,   4,   4,      nb, Iris-versicolor,  7, 2, 0, 6,  86.7,  75.0,  0.0, 100.0,  82.3
 iris.arff,   4,   1,      nb, Iris-versicolor, 10, 1, 0, 3,  92.9,  75.0,  0.0, 100.0,  82.3
 iris.arff,   3,   2,     j48,  Iris-virginica, 11, 1, 0, 3,  93.3,  75.0,  0.0, 100.0,  82.3
 iris.arff,   2,   9,      nb, Iris-versicolor, 10, 1, 1, 3,  86.7,  75.0,  9.1,  75.0,  81.2
 iris.arff,   2,   9,     j48, Iris-versicolor, 10, 1, 1, 3,  86.7,  75.0,  9.1,  75.0,  81.2
 iris.arff,   2,   7,      nb, Iris-versicolor, 10, 1, 1, 3,  86.7,  75.0,  9.1,  75.0,  81.2
 iris.arff,   2,   5,      nb, Iris-versicolor, 11, 1, 0, 3,  93.3,  75.0,  0.0, 100.0,  82.3
 iris.arff,   5,   1,      nb, Iris-versicolor,  7, 2, 0, 5,  85.7,  71.4,  0.0, 100.0,  79.8
 iris.arff,   5,   1,     j48, Iris-versicolor,  7, 2, 0, 5,  85.7,  71.4,  0.0, 100.0,  79.8
 iris.arff,   3,   9,      nb, Iris-versicolor,  7, 2, 1, 5,  80.0,  71.4, 12.5,  83.3,  77.9
 iris.arff,   2,   3,      nb, Iris-versicolor,  8, 2, 0, 5,  86.7,  71.4,  0.0, 100.0,  79.8
 iris.arff,   2,   3,     j48, Iris-versicolor,  8, 2, 0, 5,  86.7,  71.4,  0.0, 100.0,  79.8
 iris.arff,   5,   9,      nb, Iris-versicolor, 11, 1, 1, 2,  86.7,  66.7,  8.3,  66.7,  75.7
 iris.arff,   5,   9,     j48, Iris-versicolor, 11, 1, 1, 2,  86.7,  66.7,  8.3,  66.7,  75.7
 iris.arff,   4,   9,      nb, Iris-versicolor, 11, 1, 1, 2,  86.7,  66.7,  8.3,  66.7,  75.7
 iris.arff,   4,   9,     j48, Iris-versicolor, 12, 1, 0, 2,  93.3,  66.7,  0.0, 100.0,  76.4
 iris.arff,   3,   6,     j48,  Iris-virginica,  9, 2, 0, 4,  86.7,  66.7,  0.0, 100.0,  76.4
 iris.arff,   3,   1,      nb, Iris-versicolor, 11, 1, 0, 2,  92.9,  66.7,  0.0, 100.0,  76.4
 iris.arff,   3,   1,     j48, Iris-versicolor, 10, 1, 1, 2,  85.7,  66.7,  9.1,  66.7,  75.6
 iris.arff,   4,   4,     j48, Iris-versicolor,  7, 3, 0, 5,  80.0,  62.5,  0.0, 100.0,  73.5
 iris.arff,   2,   5,     j48, Iris-versicolor, 11, 2, 0, 2,  86.7,  50.0,  0.0, 100.0,  64.6
 iris.arff,   1,   5,     j48,     Iris-setosa, 12, 2, 0, 1,  86.7,  33.3,  0.0, 100.0,  52.9
 iris.arff,   4,   4,      nb,  Iris-virginica, 13, 0, 2, 0,  86.7,   0.0, 13.3,   0.0,  28.7
 iris.arff,   4,   4,     j48,  Iris-virginica, 12, 0, 3, 0,  80.0,   0.0, 20.0,   0.0,  27.9
